"UrbanRural","NewExist","Term","NoEmp","GrAppv","SBA_Appv","DisbursementGross","Default"
1,1,180,16,471000,423900,471000,FALSE
1,2,51,14,82000,69700,82000,TRUE
2,2,60,2,50000,25000,50000,FALSE
1,1,120,4,80000,64000,80000,FALSE
2,2,39,5,40000,20000,116409,TRUE
0,1,120,10,560000,476000,560000,FALSE
1,2,12,3,5000,2500,6034,FALSE
0,1,60,39,50000,40000,50000,FALSE
2,1,84,2,8500,4250,8500,FALSE
0,1,240,45,375000,375000,333000,FALSE
1,1,53,3,234000,175500,234000,TRUE
0,1,276,50,993000,744750,993000,FALSE
0,2,84,15,57000,48450,57000,FALSE
2,1,60,8,25000,12500,25000,FALSE
0,1,240,6,96000,96000,96000,FALSE
2,2,9,2,50000,42500,50000,TRUE
1,1,300,22,225000,168750,225000,FALSE
1,1,300,2,630000,472500,630000,FALSE
0,2,24,12,30000,15000,30000,FALSE
0,1,120,12,206700,175695,166204,FALSE
1,1,80,1,30000,15000,37083,FALSE
1,1,84,25,90000,45000,125540,FALSE
0,1,84,20,645000,528900,645000,FALSE
2,1,12,4,18000,9000,18000,FALSE
2,1,48,1,57000,28500,57000,FALSE
1,2,84,1,10000,5000,20000,FALSE
1,1,240,2,372000,372000,372000,FALSE
1,1,120,6,260900,195675,260900,FALSE
1,1,60,17,200000,100000,343241,FALSE
1,2,6,1,10000,5000,10000,TRUE
0,1,240,60,200000,170000,200000,FALSE
0,2,60,2,100000,80000,100000,FALSE
1,1,84,2,75000,37500,192901,FALSE
1,1,34,1,17000,8500,34500,TRUE
1,1,205,15,662187,496640,662187,TRUE
0,2,180,3,159000,119250,159000,FALSE
1,1,84,1,150000,127500,100000,FALSE
1,1,141,9,1115000,836250,1115000,FALSE
0,1,240,3,50000,50000,50000,FALSE
1,2,15,8,50000,25000,177654,TRUE
1,1,252,2,400000,300000,400000,FALSE
0,1,35,5,75000,37500,75000,FALSE
1,1,240,7,152000,152000,152000,FALSE
0,1,240,80,835000,835000,835000,FALSE
1,1,84,5,113000,96050,113000,FALSE
0,1,76,3,41000,34440,41000,FALSE
0,1,84,10,50000,45000,50000,FALSE
0,1,48,1,40000,32000,40000,FALSE
0,2,240,10,1442023,749997,1442023,FALSE
1,2,28,1,6000,5100,6000,TRUE
0,1,240,16,566000,566000,566000,FALSE
1,1,83,5,5000,2500,36771,FALSE
2,1,120,3,789000,591750,789000,FALSE
0,2,228,11,264500,198375,264500,FALSE
2,1,208,6,1000000,750000,1000000,TRUE
0,1,84,1,50000,40000,50000,FALSE
1,1,69,5,116000,87000,116000,TRUE
0,1,99,4,50000,25000,51000,FALSE
1,1,3,11,10000,5000,13420,TRUE
0,2,84,10,164000,123000,164000,FALSE
1,1,78,5,15000,12750,15000,TRUE
0,2,48,1,30000,24000,30000,FALSE
1,1,84,3,20000,17000,20000,FALSE
2,2,60,2,50000,42500,50000,FALSE
1,1,120,3,240000,180000,240000,FALSE
0,2,84,13,100000,80000,100000,FALSE
0,1,168,32,400000,280000,400000,FALSE
0,2,84,10,100000,80000,100000,FALSE
2,2,84,10,350000,175000,1465052,FALSE
0,1,96,31,300000,255000,300000,FALSE
1,1,276,2,382000,286500,380000,FALSE
0,1,84,6,100000,88000,100000,FALSE
1,1,17,1,40400,20200,40400,TRUE
1,1,151,15,358000,268500,358000,FALSE
1,2,120,4,250000,187500,250000,FALSE
1,1,50,5,25000,12500,28741,TRUE
0,1,60,1,30000,27000,30000,FALSE
0,1,96,95,640852,524345,640852,FALSE
0,1,84,5,165000,140250,165000,FALSE
1,1,240,89,423000,423000,423000,FALSE
0,1,84,6,67000,53600,67000,FALSE
0,2,84,1,25000,20000,25000,FALSE
1,1,84,10,30000,15000,54663,FALSE
1,1,120,26,507000,507000,507000,FALSE
2,2,84,1,10000,5000,15000,FALSE
1,1,300,8,450000,337500,448000,FALSE
1,2,123,1,150000,127500,150000,FALSE
2,1,72,1,124200,62100,124200,FALSE
1,1,84,3,25000,12500,72209,FALSE
1,1,48,5,250000,125000,41851,FALSE
1,1,84,2,9000,4500,9000,FALSE
1,2,84,3,25300,12650,34446,FALSE
2,1,60,1,21000,17850,21000,FALSE
1,1,84,14,350000,175000,350000,FALSE
1,1,42,3,25000,12500,28000,TRUE
2,2,120,1,256000,192000,256000,FALSE
2,2,84,1,80000,40000,80000,FALSE
0,1,240,7,105000,105000,105000,FALSE
1,1,84,3,15000,7500,15592,FALSE
0,2,2,6,250000,187500,250000,TRUE
0,1,278,8,432000,324000,432000,TRUE
0,1,84,11,100000,79000,100000,FALSE
1,2,83,1,5000,4250,5000,TRUE
0,1,84,20,430000,288100,350000,FALSE
2,1,19,16,50000,25000,50000,TRUE
1,2,34,5,40000,20000,139462,TRUE
0,1,180,10,95000,78470,95000,FALSE
2,2,84,13,10000,5000,10000,FALSE
1,2,300,7,1260000,945000,1260000,FALSE
1,2,120,17,768777,576582,768777,FALSE
1,1,300,3,152000,114000,152000,FALSE
1,1,300,3,750000,675000,750000,FALSE
0,1,240,23,245000,208250,245000,FALSE
0,2,240,7,90000,90000,90000,FALSE
2,2,120,1,1600000,1200000,1600000,FALSE
1,1,60,11,65000,55250,65000,FALSE
1,1,24,30,300000,150000,503094,FALSE
0,1,144,3,54000,48600,54000,TRUE
0,1,120,2,90000,72000,30000,FALSE
1,1,36,12,35000,17500,35000,FALSE
0,2,86,2,55000,44000,55000,FALSE
1,2,90,3,37000,29600,37000,FALSE
0,1,300,12,320000,118080,320000,FALSE
1,2,84,2,78000,66300,78000,FALSE
0,1,281,25,910600,682950,902777,FALSE
0,1,300,7,207000,155250,207000,FALSE
1,1,90,1,50000,25000,50000,FALSE
1,2,87,2,50000,25000,50000,FALSE
1,2,84,1,5000,2500,4531,FALSE
1,2,126,2,172000,86000,166174,FALSE
0,1,60,2,20000,10000,20000,FALSE
2,1,60,1,20000,10000,26355,FALSE
2,2,60,1,60500,51425,60500,FALSE
1,2,300,2,155000,116250,155000,FALSE
0,1,120,4,132000,105600,132000,FALSE
0,1,142,10,1047000,749652,1047000,FALSE
1,1,38,2,10000,5000,32499,TRUE
1,1,12,2,30000,15000,63772,TRUE
1,2,62,2,12000,6000,23489,TRUE
0,1,240,15,384000,384000,384000,FALSE
2,1,12,3,200000,180000,200000,FALSE
2,1,90,20,65000,55250,65000,FALSE
1,1,8,15,60000,30000,60000,TRUE
0,1,120,37,358000,268500,358000,FALSE
1,2,36,1,100000,50000,100000,FALSE
2,1,240,15,507000,507000,494000,FALSE
1,2,306,2,350000,262500,297500,FALSE
1,1,90,1,25000,12500,25000,FALSE
1,2,240,5,680000,510000,680000,FALSE
1,2,45,5,100000,50000,99921,TRUE
1,1,52,1,50000,25000,72587,TRUE
1,2,84,3,25000,21250,25000,FALSE
1,1,120,8,160000,120000,160000,FALSE
1,1,84,1,100000,50000,184000,FALSE
1,2,54,1,25000,12500,24775,TRUE
1,1,38,4,37500,18750,37500,TRUE
2,1,101,5,125000,106250,122948,FALSE
0,2,2,1,45000,36000,45000,TRUE
1,1,84,5,35000,17500,35000,FALSE
1,2,84,7,10000,8500,10000,FALSE
0,2,84,25,247500,210375,247500,FALSE
0,1,180,20,350000,262500,300000,FALSE
2,1,9,10,52000,26000,84000,FALSE
1,1,60,2,50000,37500,50000,FALSE
0,1,120,1,327000,277950,327000,FALSE
1,1,57,1,65000,32500,206619,FALSE
0,2,123,40,150000,112500,150000,FALSE
0,1,84,56,300000,225000,300000,FALSE
1,1,84,7,122000,103700,122000,FALSE
1,1,84,5,5000,2500,5000,FALSE
0,1,240,4,1000000,1000000,1000000,FALSE
1,1,40,1,10000,5000,13000,FALSE
1,1,29,1,35000,17500,41150,TRUE
2,2,60,6,20000,10000,57458,FALSE
0,2,120,1,100000,75000,100000,FALSE
0,1,84,13,100000,90000,100000,FALSE
0,1,300,23,203000,203000,203000,FALSE
1,1,84,5,75000,37500,254416,FALSE
1,2,126,2,205000,153750,205000,FALSE
0,2,120,1,140000,126000,140000,FALSE
0,1,10,12,200000,170000,200000,FALSE
1,1,3,3,70000,59500,70000,FALSE
1,1,41,17,750000,562500,750000,TRUE
1,1,60,2,10000,5000,10000,FALSE
2,1,84,3,35000,17500,85239,FALSE
2,1,240,1,240000,240000,240000,FALSE
1,1,84,15,25000,12500,25005,FALSE
0,1,84,5,203400,164754,203400,FALSE
1,2,181,3,262000,196500,262000,FALSE
0,1,84,2,100000,72700,99899,FALSE
1,2,60,3,145000,72500,145000,FALSE
2,1,240,20,1746000,1746000,1746000,FALSE
0,1,84,15,250000,187500,250000,FALSE
0,1,300,2,255000,191250,255000,FALSE
0,2,72,2,185000,138750,185000,FALSE
0,2,120,2,40000,30000,40000,FALSE
0,2,84,15,100000,90000,100000,FALSE
0,2,120,15,50000,37500,50000,FALSE
0,1,120,19,383000,306400,383000,FALSE
0,1,180,5,260000,234000,260000,FALSE
1,1,65,12,50000,25000,98650,TRUE
2,1,84,3,30000,15000,59723,FALSE
1,2,126,2,150000,127500,150000,FALSE
1,1,19,4,25000,12500,60123,TRUE
1,1,300,7,1200000,900000,1200000,FALSE
2,2,70,18,148000,111000,148000,TRUE
1,1,84,1,12000,6000,22500,FALSE
1,1,60,4,100000,50000,168192,FALSE
1,1,84,2,160000,80000,160000,FALSE
0,1,300,31,959300,719475,959300,FALSE
1,1,240,15,289000,289000,289000,FALSE
0,1,153,1,355000,266250,355000,FALSE
0,2,60,2,32700,26160,32700,FALSE
1,1,84,5,5000,2500,5000,FALSE
0,2,54,6,35000,28000,35000,FALSE
1,1,60,11,20000,10000,59528,FALSE
1,2,70,5,10000,5000,10000,TRUE
0,1,108,30,375000,281250,325000,FALSE
1,1,50,8,12000,6000,12000,TRUE
0,1,84,20,40990,20495,40990,FALSE
0,1,60,3,20000,16000,20000,FALSE
1,1,54,4,75000,37500,67358,TRUE
1,1,11,7,150000,75000,150000,TRUE
1,1,49,3,50700,25350,50700,TRUE
1,1,84,1,38000,30400,38000,FALSE
0,1,84,25,50000,40000,50000,FALSE
0,1,60,12,36000,28800,36000,FALSE
0,1,120,46,288492,222139,288492,FALSE
2,1,20,8,50000,25000,50000,TRUE
1,2,18,1,5000,4250,5000,TRUE
1,1,84,1,15000,7500,27637,FALSE
1,1,84,40,90000,45000,112000,FALSE
1,2,32,10,75000,60000,75000,TRUE
1,1,71,4,10000,8500,10000,TRUE
0,1,180,8,185000,138750,185000,FALSE
1,1,40,1,50000,25000,37400,TRUE
2,2,4,7,45000,22500,45000,TRUE
0,2,60,1,30000,27000,30000,FALSE
1,1,82,8,40000,20000,53833,FALSE
1,1,32,2,60000,30000,89635,TRUE
0,1,84,1,120000,90000,120000,FALSE
1,1,120,20,180000,135000,180000,FALSE
0,1,60,40,250000,208750,250000,FALSE
0,1,120,1,194000,155200,194000,FALSE
2,1,84,3,50000,25000,116750,FALSE
0,1,61,6,43000,30100,43000,FALSE
2,1,90,35,275000,206250,275000,FALSE
1,1,84,6,50000,42500,50000,FALSE
1,1,84,4,40000,20000,40000,FALSE
0,1,10,40,175000,148750,175000,FALSE
1,1,60,29,225000,168750,225000,FALSE
1,1,60,11,40000,20000,48415,FALSE
1,1,132,2,400000,300000,400000,FALSE
1,1,84,6,60000,30000,305415,FALSE
1,1,63,1,50000,25000,64550,TRUE
2,2,180,25,126400,107440,126400,FALSE
0,1,84,3,100000,80000,47811,FALSE
0,2,60,4,37500,18750,37500,FALSE
1,2,240,1,1051000,1051000,1051000,FALSE
1,1,14,1,50000,25000,51133,TRUE
2,1,264,18,300000,225000,300000,FALSE
1,2,33,5,35000,17500,45000,TRUE
1,1,84,1,5000,2500,13500,FALSE
1,1,240,25,712000,712000,712000,FALSE
1,1,12,4,50000,25000,149453,TRUE
0,1,240,29,209000,209000,209000,FALSE
0,1,72,53,100000,90000,100000,FALSE
0,1,120,9,325000,276250,325000,FALSE
0,1,300,5,900000,749970,900000,FALSE
1,2,174,5,382600,286950,382600,TRUE
2,1,300,2,440000,330000,440000,FALSE
1,1,240,15,1235000,1235000,1235000,FALSE
0,2,36,2,28555,25700,28555,FALSE
1,2,84,2,25000,12500,25000,FALSE
0,2,87,24,128000,115200,128000,FALSE
1,1,22,3,50000,25000,100500,FALSE
0,1,60,3,50000,45000,50000,FALSE
0,1,106,3,70000,63000,70000,FALSE
1,1,120,65,350000,262500,350000,FALSE
0,1,84,52,282000,236880,282000,FALSE
2,2,240,11,492000,492000,492000,FALSE
0,2,84,4,42000,33600,42000,FALSE
0,1,60,75,200000,150000,187906,FALSE
1,1,13,4,40000,20000,40000,TRUE
0,1,180,4,137000,123300,137000,FALSE
1,1,300,2,321000,240750,321000,FALSE
2,1,84,1,50000,25000,50000,FALSE
1,1,12,6,40000,20000,45000,FALSE
1,2,84,2,15000,7500,15000,FALSE
1,1,42,9,1011000,758250,1011000,TRUE
1,2,13,1,10000,5000,10000,TRUE
0,1,279,16,151500,128775,151500,TRUE
0,1,240,2,75000,67500,30000,FALSE
0,1,137,32,223000,178400,223000,FALSE
1,1,9,2,25000,12500,56827,TRUE
1,1,300,2,574800,431100,574800,FALSE
1,1,240,0,255200,127600,255200,FALSE
0,1,96,2,55000,49500,53357,FALSE
0,1,60,8,108000,87480,108000,FALSE
1,1,27,7,50000,25000,50000,FALSE
1,1,84,17,50000,25000,50000,FALSE
2,1,120,8,80000,40000,80000,FALSE
0,1,240,14,455000,455000,455000,FALSE
1,1,60,5,56700,28350,56700,FALSE
1,1,84,9,30000,15000,39927,FALSE
1,1,42,8,50000,25000,249999,TRUE
1,1,36,55,250000,125000,250500,TRUE
1,2,1,1,5000,4250,5000,TRUE
1,1,83,1,100000,50000,173003,FALSE
0,1,84,3,20000,18000,20000,FALSE
0,1,264,3,250000,175000,250000,FALSE
1,1,84,1,40000,20000,40000,FALSE
1,2,36,1,30000,25500,30000,FALSE
1,1,5,2,70000,35000,110000,TRUE
1,1,39,3,50000,25000,50000,TRUE
0,1,60,4,50000,40000,50000,FALSE
1,2,60,2,10000,5000,11200,FALSE
0,1,120,2,110000,88000,87975,FALSE
2,1,240,8,100000,100000,100000,FALSE
1,1,240,1,501000,501000,501000,FALSE
1,1,120,74,600000,540000,600000,FALSE
0,2,85,11,37000,31450,37000,FALSE
1,1,62,3,17000,8500,26500,TRUE
2,1,60,9,80000,40000,80000,FALSE
1,2,93,1,55000,46750,55000,TRUE
0,1,144,1,70000,56000,68038,FALSE
1,2,84,2,10000,8500,10000,FALSE
1,1,84,5,494000,444600,440000,FALSE
0,1,120,42,225000,225000,225000,FALSE
1,1,93,8,95000,47500,95000,FALSE
1,2,240,1,197000,147750,197000,FALSE
2,1,84,6,90000,67500,90000,FALSE
1,1,24,43,1000000,750000,1000000,FALSE
0,2,84,1,40000,32000,40000,FALSE
0,1,300,10,462000,369600,462000,FALSE
1,1,84,5,100000,50000,109264,FALSE
2,1,240,1,70000,63000,70000,FALSE
0,1,120,2,110000,82500,110000,FALSE
1,1,60,6,50000,25000,50000,FALSE
1,1,39,1,50000,25000,55400,TRUE
1,2,12,4,1666666,1499999,1666666,FALSE
2,1,240,10,326000,326000,326000,FALSE
1,1,84,7,25000,12500,62973,FALSE
2,1,42,2,5000,2500,18450,TRUE
0,1,60,3,99800,49900,114358,FALSE
2,1,90,8,92000,73600,92000,FALSE
1,2,84,8,25000,21250,25000,FALSE
0,1,240,100,1000000,1000000,1000000,FALSE
0,1,240,3,114700,86025,114700,FALSE
1,2,60,1,30000,15000,44359,FALSE
1,2,84,5,100000,85000,100000,FALSE
1,2,75,7,80000,68000,80000,TRUE
0,2,126,4,182000,154700,182000,FALSE
0,2,60,2,13800,11040,13800,FALSE
1,1,84,3,5000,2500,8758,FALSE
0,1,84,2,66000,52800,66000,FALSE
1,1,84,4,19000,9500,23130,FALSE
1,1,10,2,27000,13500,27000,TRUE
0,1,300,6,235000,188000,235000,FALSE
0,1,240,31,132000,132000,132000,FALSE
1,1,105,2,81000,40500,81000,TRUE
0,1,240,8,176000,176000,176000,FALSE
0,1,60,2,35000,17500,35000,FALSE
1,1,150,10,1571000,1178250,1571000,TRUE
1,0,108,25,215000,161250,215000,FALSE
1,2,105,1,170000,127500,170000,TRUE
1,1,251,15,450000,299997,450000,TRUE
0,1,264,3,100000,80000,100000,FALSE
1,1,108,2,90000,76500,90000,TRUE
0,1,36,2,5500,4950,5500,FALSE
1,1,82,2,50000,25000,142500,FALSE
1,1,60,3,50000,25000,50000,FALSE
1,1,84,3,25000,12500,44999,FALSE
0,1,84,2,210000,157500,210000,FALSE
1,1,243,2,150000,127500,142000,FALSE
0,2,84,3,40000,32000,40000,FALSE
1,1,72,8,10000,5000,11876,TRUE
1,1,48,1,10000,5000,17369,FALSE
0,2,36,10,60000,48000,60000,FALSE
1,1,57,2,35000,17500,63500,TRUE
0,2,96,1,225000,168750,225000,FALSE
1,2,7,3,30000,15000,29938,TRUE
0,1,120,3,240000,180000,240000,FALSE
0,1,84,2,25000,20000,25000,FALSE
0,2,60,5,100000,90000,100000,FALSE
0,1,84,9,200000,150000,200000,FALSE
0,2,84,2,90000,72000,90000,FALSE
2,1,50,4,50000,25000,50000,TRUE
0,1,240,5,300000,270000,300000,TRUE
1,1,84,5,25000,12500,25000,FALSE
1,1,120,16,280000,210000,280000,FALSE
1,1,84,5,50000,25000,50000,FALSE
0,1,60,4,15600,7800,15300,FALSE
1,1,12,3,20000,10000,20000,FALSE
0,2,60,2,65000,52000,65000,FALSE
0,1,138,6,278000,250200,278000,TRUE
0,1,120,40,410000,307500,410000,FALSE
1,1,84,3,44000,22000,55355,FALSE
1,1,75,1,50000,25000,81250,TRUE
1,1,60,4,120000,60000,120000,FALSE
1,1,46,5,5000,4250,5000,FALSE
0,1,180,75,775000,581250,775000,FALSE
0,1,240,5,186000,186000,186000,FALSE
2,2,60,2,10000,5000,19905,FALSE
2,2,12,75,50000,25000,50000,FALSE
0,1,96,4,100000,50000,100000,FALSE
0,1,240,4,146000,109500,146000,FALSE
2,1,48,10,77400,61920,77400,FALSE
0,1,120,3,182000,136500,182000,FALSE
1,1,22,2,25000,12500,34374,TRUE
1,1,41,10,35000,35000,35000,TRUE
2,1,12,3,100000,85000,100000,FALSE
0,1,240,25,717000,717000,717000,FALSE
1,1,84,48,10000,5000,10000,FALSE
1,2,57,10,5000,4250,5000,TRUE
1,1,120,10,134900,101175,96000,FALSE
0,1,72,3,27000,13500,25651,TRUE
1,1,84,25,30000,15000,49887,FALSE
1,1,36,2,5000,2500,5000,FALSE
1,1,24,5,25000,12500,25000,FALSE
0,1,177,14,475000,356250,462706,TRUE
0,2,300,10,967000,725250,967000,FALSE
0,1,240,10,679000,679000,446000,FALSE
0,1,240,6,139000,139000,139000,FALSE
0,2,120,1,315000,236250,315000,FALSE
1,1,4,5,95000,47500,95000,TRUE
1,1,60,15,30000,15000,30000,FALSE
1,2,60,2,35000,29750,35000,FALSE
1,1,240,1,577000,577000,577000,FALSE
1,2,84,1,5000,2500,5000,FALSE
1,2,69,1,290000,217500,290000,TRUE
0,1,240,6,44000,44000,44000,FALSE
0,1,300,23,715000,607750,715000,FALSE
2,2,84,2,25000,20000,25000,FALSE
0,1,180,37,475000,332500,475000,FALSE
0,1,84,3,235000,176250,235000,FALSE
1,1,120,10,500000,375000,500000,FALSE
0,2,59,6,50000,45000,50000,FALSE
0,1,120,4,155000,139500,155000,FALSE
2,2,120,2,40000,32000,40000,FALSE
1,1,120,5,2000000,1500000,2000000,FALSE
2,1,84,3,10000,8500,10000,FALSE
1,1,84,55,100000,50000,125797,FALSE
0,2,104,1,190000,142500,190000,TRUE
1,1,120,54,926000,926000,926000,FALSE
1,2,84,22,125000,93750,125000,FALSE
1,2,48,12,50000,42500,50000,FALSE
1,1,84,1,40000,20000,46664,FALSE
0,1,240,4,110000,82500,110000,FALSE
1,1,48,14,100000,50000,135496,FALSE
0,1,120,1,27500,24750,27500,FALSE
1,1,84,2,15000,7500,15000,FALSE
0,1,162,17,300000,249000,300000,FALSE
2,1,120,6,435400,326550,435400,FALSE
2,2,36,1,25000,12500,78618,FALSE
1,1,46,21,50000,25000,120575,TRUE
0,1,120,13,200000,150000,200000,FALSE
2,1,12,9,50000,25000,50000,FALSE
0,1,84,35,350000,280000,350000,FALSE
0,1,240,16,398000,298500,398000,FALSE
1,1,83,3,50000,25000,60000,FALSE
1,1,84,2,25000,12500,25000,FALSE
1,2,120,2,280000,280000,280000,FALSE
0,1,60,17,60000,54000,60000,FALSE
0,1,180,38,459480,381368,400000,FALSE
1,1,84,9,35000,17500,91781,FALSE
1,2,84,2,5000,4250,5000,FALSE
1,1,84,1,10000,5000,26538,FALSE
0,1,120,30,125000,112500,125000,FALSE
0,1,240,1,109000,109000,109000,FALSE
1,1,84,2,20000,10000,20000,FALSE
1,2,11,1,20000,10000,19993,TRUE
1,2,120,1,72000,57600,72000,FALSE
0,1,84,15,150000,130500,150000,FALSE
1,1,49,27,50000,25000,57621,TRUE
0,1,300,10,366300,274725,366300,FALSE
2,1,180,1,45900,39015,45900,FALSE
0,1,84,60,175000,131250,175000,FALSE
0,1,240,60,529000,529000,529000,FALSE
1,1,48,10,100000,50000,199302,FALSE
1,1,39,4,176000,132000,176000,TRUE
0,2,300,6,340000,289000,340000,FALSE
0,1,240,4,104000,93600,100000,FALSE
0,2,120,3,100000,80000,100000,FALSE
1,1,84,1,50000,25000,50000,FALSE
1,1,84,28,100000,50000,100000,FALSE
2,2,5,8,20000,10000,22383,TRUE
1,2,84,4,25000,12500,24000,FALSE
1,2,240,1,700000,525000,700000,FALSE
0,1,84,3,75000,67500,75000,FALSE
1,1,84,35,500000,375000,500000,FALSE
0,1,72,1,40000,32000,40000,FALSE
1,1,120,48,250000,187500,250000,FALSE
1,1,84,3,88000,44000,88000,FALSE
1,1,84,8,50000,25000,50000,FALSE
1,1,15,2,10500,5250,10500,TRUE
1,2,84,2,56300,47855,56300,FALSE
0,1,84,18,600000,420000,600000,FALSE
0,1,120,55,199000,199000,199000,FALSE
1,2,84,1,25000,12500,25000,FALSE
0,2,60,2,20000,10000,20000,FALSE
0,1,107,20,1200000,750000,1150000,TRUE
1,1,60,10,10000,5000,10000,FALSE
2,2,102,4,50000,42500,50000,FALSE
1,1,282,7,1000000,750000,1000000,FALSE
1,2,300,4,1000000,750000,1000000,FALSE
2,2,186,5,123000,92250,123000,FALSE
1,2,240,4,200000,150000,200000,FALSE
0,2,84,1,55000,49500,55000,FALSE
1,1,35,7,2000000,1500000,2000000,TRUE
2,1,240,12,167000,167000,167000,FALSE
1,2,60,1,50000,25000,50000,FALSE
1,1,228,50,1200000,900000,1200000,FALSE
1,2,126,3,235000,211500,235000,FALSE
0,2,240,4,100000,89000,100000,FALSE
1,1,17,4,25000,12500,25000,TRUE
1,1,120,9,500000,375000,500000,FALSE
1,1,84,1,45000,22500,163602,FALSE
0,1,180,1,100000,80000,100000,FALSE
1,1,240,50,128000,128000,128000,FALSE
1,1,60,1,50000,42500,50000,FALSE
0,1,84,9,200000,162000,200000,FALSE
2,1,120,2,140000,119000,140000,FALSE
0,1,240,2,400000,340000,400000,FALSE
1,1,84,5,77000,65450,77000,FALSE
1,1,84,4,120000,60000,120000,FALSE
1,1,120,19,75000,37500,152750,FALSE
1,2,240,1,721000,721000,721000,FALSE
1,1,84,3,25000,12500,25000,FALSE
1,1,300,6,151000,113250,151000,FALSE
0,2,66,1,60000,48000,60000,FALSE
0,1,240,8,136000,136000,136000,FALSE
2,1,216,9,1070000,749963,1070000,FALSE
0,1,276,3,400000,300000,400000,FALSE
1,1,84,1,40000,20000,40000,FALSE
1,1,240,150,749000,749000,749000,FALSE
2,1,60,5,102700,77025,102700,FALSE
1,1,240,11,115000,57500,115000,FALSE
2,1,84,5,25000,12500,51879,FALSE
0,2,66,1,45000,38250,45000,FALSE
0,2,84,1,100000,80000,100000,FALSE
0,1,240,40,311000,311000,311000,FALSE
1,1,84,4,25000,12500,25000,FALSE
1,1,240,6,570000,570000,570000,FALSE
0,2,240,3,105000,94500,105000,FALSE
0,1,96,12,390000,331500,390000,FALSE
1,1,47,1,77000,38500,77000,TRUE
1,1,42,1,25000,12500,100618,TRUE
0,1,120,70,324000,243000,324000,FALSE
0,2,120,2,27750,22200,27750,FALSE
0,2,84,13,100000,90000,100000,FALSE
1,1,300,3,113000,96050,113000,FALSE
2,1,180,4,88000,74800,88000,FALSE
1,2,84,1,10000,5000,14102,FALSE
1,1,4,4,150000,75000,150000,TRUE
0,1,144,3,122000,101382,122000,FALSE
0,1,300,20,870000,652500,870000,FALSE
0,1,84,1,85000,68000,85000,FALSE
0,1,240,10,700000,287000,700000,FALSE
1,1,120,2,353500,265125,353500,FALSE
0,1,120,6,120000,90000,120000,FALSE
0,2,60,2,70500,63450,70500,FALSE
0,1,120,10,65000,52000,65000,FALSE
1,1,125,11,1561500,999360,1561500,FALSE
2,2,28,2,150000,75000,150000,TRUE
2,1,120,6,30000,24000,29994,FALSE
0,1,300,3,500000,375000,500000,FALSE
0,1,300,5,670000,502500,670000,FALSE
1,1,84,3,35000,17500,96994,FALSE
0,2,84,5,70000,56000,70000,FALSE
0,1,300,4,198000,168300,198000,FALSE
1,1,36,1,25000,12500,68287,TRUE
0,1,240,100,604000,604000,604000,FALSE
1,1,84,3,50000,25000,50000,FALSE
1,1,44,6,100000,50000,100000,TRUE
1,1,84,2,20000,10000,20000,FALSE
0,1,180,21,130000,117000,130000,FALSE
1,1,240,8,257000,257000,257000,FALSE
1,1,300,7,350000,262500,350000,FALSE
1,1,60,9,150000,75000,387165,TRUE
1,1,84,3,40000,20000,50000,FALSE
0,1,240,20,693000,519750,693000,FALSE
0,1,300,3,100000,70000,100000,FALSE
2,2,136,16,175000,131250,175000,TRUE
0,1,240,125,750000,750000,750000,FALSE
1,1,84,35,25000,12500,25000,FALSE
1,1,73,0,5000,2500,16000,FALSE
0,2,120,2,63000,44100,63000,FALSE
2,1,84,4,65000,32500,65000,FALSE
1,1,22,3,20000,10000,67033,TRUE
0,1,240,30,182000,182000,182000,FALSE
1,1,288,1,412859,309644,386597,FALSE
1,2,62,1,76500,65025,69991,TRUE
1,1,72,4,10000,5000,10813,FALSE
1,1,60,38,35000,17500,74829,FALSE
2,2,159,5,300000,150000,300000,TRUE
0,1,240,11,578000,578000,578000,FALSE
1,1,84,2,50000,25000,87097,FALSE
1,1,48,1,25000,12500,57893,FALSE
1,1,84,7,50000,25000,59958,FALSE
1,2,32,5,10000,5000,32177,TRUE
2,2,11,2,11000,9350,11000,TRUE
1,1,17,10,20000,10000,39733,TRUE
0,2,60,20,30000,15000,44995,FALSE
1,1,82,15,26900,13450,26900,FALSE
0,1,83,13,86000,73100,86000,FALSE
2,2,120,2,360000,270000,360000,FALSE
1,1,62,1,12600,6300,18300,TRUE
2,1,12,4,75000,37500,90000,FALSE
1,1,240,1,110000,93500,110000,FALSE
0,1,240,7,110000,110000,110000,FALSE
0,1,240,1,61000,54900,55000,FALSE
1,1,44,3,189000,141750,189000,TRUE
0,2,180,5,850000,637500,850000,FALSE
0,1,120,5,76500,65025,76500,FALSE
1,1,84,3,100000,50000,245958,FALSE
1,1,60,125,100000,50000,100000,FALSE
2,2,180,2,160000,120000,160000,FALSE
1,1,46,2,5000,4250,5000,TRUE
1,2,84,3,20000,10000,20000,FALSE
1,1,276,10,190000,142500,190000,FALSE
0,1,204,14,205000,164000,205000,FALSE
1,1,48,2,10000,5000,15400,FALSE
1,2,84,7,10000,5000,10000,FALSE
0,1,60,3,50000,40000,50000,FALSE
0,2,60,2,100000,80000,100000,FALSE
1,1,60,25,25000,12500,25000,FALSE
2,1,135,5,140000,70000,140000,TRUE
1,1,288,3,160000,120000,160000,FALSE
0,1,240,5,20000,15000,20000,FALSE
2,2,60,1,33350,28347,33350,FALSE
