"age","area_percentage","height_percentage","land_surface_condition","foundation_type","roof_type","count_families","has_secondary_use","Damage"
10,9,5,"t","r","n",0,0,1
0,9,8,"t","r","n",1,1,1
25,7,5,"t","r","n",1,0,1
0,6,7,"t","r","n",1,0,1
10,7,6,"t","r","n",1,0,1
100,4,5,"n","r","q",1,0,1
20,10,5,"t","r","n",1,0,1
20,5,5,"t","r","n",1,0,1
60,6,5,"t","r","n",1,0,1
20,5,6,"t","r","n",1,0,1
20,8,5,"o","w","n",0,0,1
25,6,7,"t","r","n",1,0,1
5,5,4,"t","r","n",1,0,1
15,9,8,"t","r","n",1,0,1
25,10,3,"t","r","n",1,0,1
5,2,6,"n","r","n",1,0,1
20,6,8,"t","r","n",0,1,1
15,8,3,"t","u","x",1,1,1
0,8,3,"t","i","x",1,0,0
25,7,5,"t","r","n",1,0,1
25,7,6,"t","r","n",1,0,1
10,23,7,"t","i","x",0,1,1
5,7,4,"t","r","q",1,1,1
15,6,5,"n","r","q",1,1,1
10,6,6,"n","r","n",0,0,1
0,6,4,"t","r","n",1,0,1
25,10,8,"t","r","n",1,0,0
0,4,3,"t","w","n",1,0,0
25,7,5,"t","r","n",1,0,1
50,7,5,"t","r","q",1,0,1
20,7,6,"t","r","q",1,0,1
20,6,8,"t","r","n",1,0,1
45,4,6,"t","r","n",0,0,1
20,10,5,"t","r","q",1,0,1
10,3,5,"t","r","n",1,0,1
15,4,6,"t","r","n",1,0,1
10,15,7,"t","u","n",1,0,1
15,13,10,"t","u","n",1,1,1
0,14,3,"n","r","n",1,1,0
10,4,3,"t","r","n",1,0,0
100,14,10,"t","r","n",1,0,1
5,7,5,"t","r","n",1,0,1
15,4,4,"t","r","n",1,0,1
55,7,6,"t","r","q",1,0,1
5,4,5,"t","w","n",1,0,1
40,9,6,"t","r","n",1,0,1
20,21,6,"t","u","q",1,1,0
0,6,8,"t","r","q",1,0,1
15,12,4,"t","r","n",1,0,1
0,4,6,"t","r","n",0,0,1
35,6,5,"t","w","n",1,0,1
0,7,7,"t","r","q",1,0,1
15,7,5,"t","r","n",1,1,1
10,14,7,"t","r","n",2,0,1
20,7,7,"t","r","q",1,0,1
5,7,20,"t","i","x",0,0,0
10,5,3,"n","w","n",1,0,1
10,7,5,"t","r","n",1,0,1
5,9,5,"t","r","q",1,0,1
0,9,7,"t","r","n",1,0,1
10,6,7,"n","r","n",1,0,1
15,8,7,"t","r","n",1,0,1
20,4,6,"t","r","n",1,0,1
15,9,6,"t","r","n",1,0,1
0,6,3,"t","r","n",1,0,1
10,11,7,"t","r","q",1,0,0
10,8,6,"t","w","q",2,1,1
10,8,6,"t","r","n",1,0,0
20,6,5,"t","r","q",1,0,1
0,7,5,"t","w","n",1,0,1
0,20,3,"t","u","x",1,0,0
10,26,6,"t","r","n",1,0,1
0,6,5,"t","r","n",1,0,0
20,19,3,"t","u","n",1,1,0
30,4,7,"n","r","n",1,0,1
45,9,6,"n","r","n",1,0,1
35,4,5,"t","r","q",0,0,1
10,6,7,"t","r","n",1,0,0
45,7,6,"t","r","q",1,0,0
30,7,7,"t","r","n",1,0,1
0,7,5,"t","r","n",1,0,1
5,7,4,"n","r","n",1,0,1
45,14,6,"t","u","n",1,0,1
10,17,7,"t","r","x",0,0,0
15,9,4,"n","r","n",1,0,1
10,6,5,"t","r","n",1,0,1
25,9,5,"t","r","n",1,0,1
25,3,4,"t","w","q",1,0,1
50,10,5,"t","r","q",1,1,1
25,8,4,"t","r","n",1,0,1
25,6,5,"n","w","q",1,0,0
40,6,6,"t","r","q",1,0,1
0,8,3,"t","i","x",1,1,0
15,8,4,"t","r","q",1,0,1
5,10,2,"t","u","n",1,0,0
20,5,6,"t","r","n",1,1,1
20,12,8,"o","r","q",1,0,1
70,4,7,"t","r","q",1,0,1
20,11,7,"t","r","q",1,0,1
60,15,5,"t","r","n",0,0,1
15,9,11,"t","i","x",0,1,0
20,6,4,"n","r","n",1,0,1
5,8,5,"t","r","n",1,0,1
5,3,2,"t","r","n",1,0,1
45,7,5,"t","r","n",2,0,1
60,4,7,"t","r","q",1,0,1
10,7,3,"t","u","n",1,0,0
10,3,3,"t","r","n",1,0,1
0,7,6,"t","r","n",1,0,0
15,10,6,"t","u","q",2,0,1
15,6,5,"n","u","n",1,1,1
0,4,5,"t","w","q",1,0,0
15,7,4,"t","r","n",1,0,1
15,13,5,"t","r","q",1,0,1
15,28,5,"t","r","q",1,0,0
15,6,7,"t","r","n",1,0,0
20,6,6,"t","r","q",1,0,1
10,7,5,"t","r","n",2,0,1
15,5,4,"n","r","n",1,0,1
75,10,5,"t","r","n",1,0,1
10,7,5,"t","r","n",1,0,1
15,8,5,"t","r","n",1,0,1
45,5,5,"t","r","n",2,0,1
20,7,4,"t","r","n",1,0,1
20,5,5,"t","r","q",1,0,1
25,6,4,"t","r","q",1,0,1
15,6,7,"n","r","q",1,0,1
5,9,5,"t","r","n",1,0,1
20,7,8,"t","r","n",1,0,1
25,18,6,"t","r","n",1,1,1
15,9,7,"t","r","n",1,0,1
15,8,6,"t","r","n",1,1,1
25,9,5,"n","r","q",1,0,1
10,5,4,"t","r","n",0,0,1
25,18,7,"t","r","q",0,0,1
35,3,4,"n","r","n",1,0,1
0,6,7,"t","r","n",1,0,1
10,12,5,"t","h","n",1,0,0
0,5,5,"t","r","n",0,0,1
0,10,6,"t","r","n",1,0,1
10,11,5,"t","w","n",1,0,0
0,3,2,"t","r","n",1,0,1
15,6,5,"t","r","n",1,0,1
15,8,5,"t","r","n",1,0,0
20,5,4,"t","r","q",1,0,1
0,10,4,"t","r","n",1,0,1
15,5,4,"t","r","n",1,0,1
10,3,6,"t","r","q",1,0,1
10,7,7,"t","r","q",1,0,1
35,8,7,"t","r","q",1,1,1
5,10,6,"t","r","n",1,0,1
15,9,5,"t","r","q",1,0,1
15,3,4,"t","r","n",1,0,1
50,5,5,"t","r","n",1,0,1
20,5,6,"t","r","n",0,0,1
5,6,4,"t","r","n",1,0,1
10,15,3,"n","r","q",1,0,1
5,12,4,"n","r","q",1,0,1
20,9,5,"t","r","n",1,0,1
15,6,5,"t","r","q",1,0,0
30,6,6,"t","r","n",1,0,1
10,5,4,"t","r","n",1,0,0
25,7,4,"t","r","n",1,1,1
15,2,4,"t","r","q",1,0,1
30,10,8,"t","r","n",1,0,1
10,4,3,"n","w","n",1,0,1
35,8,6,"t","r","q",1,0,1
20,4,3,"n","r","q",1,0,1
20,6,5,"t","r","q",1,0,1
0,5,8,"t","r","n",1,0,1
15,5,5,"t","r","n",1,0,1
5,7,5,"t","r","n",1,0,1
100,5,9,"t","r","q",1,0,1
5,16,3,"t","r","n",1,0,1
40,7,5,"t","r","n",1,0,1
5,5,4,"t","r","q",0,0,1
10,6,4,"t","r","n",1,0,1
25,11,3,"t","r","n",1,0,1
50,6,6,"t","h","n",1,0,1
0,6,4,"n","r","n",1,0,0
20,5,6,"t","r","n",1,0,1
10,4,3,"t","u","n",1,0,0
30,6,3,"t","r","n",1,0,1
5,8,7,"t","r","n",0,1,1
5,6,5,"t","r","n",1,0,1
15,20,6,"t","u","q",1,0,1
25,7,5,"o","u","n",1,0,1
75,10,8,"t","r","n",1,1,1
15,6,4,"o","r","n",1,0,1
10,5,5,"t","r","n",1,0,1
0,12,8,"t","r","q",2,0,1
30,8,6,"t","r","n",2,0,1
0,16,3,"t","i","x",1,0,0
5,7,5,"t","r","q",1,0,1
25,12,3,"n","r","n",1,0,1
15,6,6,"t","r","n",0,0,1
5,6,5,"t","r","n",1,1,1
0,7,7,"t","r","n",1,0,1
0,19,3,"t","r","n",1,0,1
40,9,6,"t","r","n",2,0,1
20,6,5,"t","r","n",1,0,1
30,6,5,"t","r","q",1,0,0
5,7,7,"t","r","n",1,0,1
10,3,5,"n","r","q",1,0,1
15,6,7,"t","r","n",1,0,1
20,10,8,"t","r","n",1,0,1
30,8,5,"t","r","n",1,0,1
10,7,5,"t","r","q",1,0,1
0,3,2,"t","w","n",1,0,0
10,7,7,"t","r","n",1,0,1
55,10,8,"t","r","n",1,1,1
20,18,6,"t","u","x",1,1,0
20,6,8,"t","r","n",1,0,1
10,9,6,"t","r","n",1,0,1
0,6,6,"n","r","n",1,1,1
25,3,6,"t","r","n",1,0,0
20,11,5,"t","r","n",1,0,1
20,8,7,"t","r","q",1,0,1
25,7,4,"t","r","n",1,0,1
20,15,10,"n","i","n",0,1,0
20,6,5,"t","r","n",1,0,1
20,6,5,"n","r","q",1,0,1
25,8,6,"n","r","n",1,0,1
100,8,8,"t","r","n",1,0,1
85,7,8,"t","u","n",1,0,1
50,7,5,"n","r","n",1,0,1
0,6,5,"n","r","n",1,0,1
5,7,3,"t","r","q",1,0,0
90,29,10,"t","r","n",1,0,1
35,5,6,"t","r","n",1,0,1
15,9,5,"t","r","q",1,0,1
15,6,8,"t","r","n",1,0,1
35,7,8,"t","r","n",1,0,1
10,15,7,"t","r","x",2,1,1
15,4,5,"t","r","n",1,0,1
15,7,4,"t","r","n",1,0,1
10,6,6,"t","r","n",1,0,0
10,3,4,"t","r","n",1,1,1
10,7,5,"n","r","n",1,0,1
5,5,3,"t","w","n",1,0,0
5,5,5,"n","r","n",1,0,1
15,5,5,"t","r","n",1,0,1
0,17,9,"n","i","x",1,0,0
20,5,4,"n","r","n",1,0,1
20,8,7,"t","r","n",1,0,1
20,8,4,"t","r","n",1,0,1
5,12,6,"t","i","x",3,1,0
10,3,2,"t","r","n",1,0,1
15,8,5,"t","r","n",1,0,0
0,11,9,"t","r","n",1,0,1
0,8,4,"t","r","n",1,0,0
5,6,6,"n","r","n",1,0,1
5,7,7,"t","r","q",1,0,1
15,9,4,"t","r","n",1,0,0
10,3,4,"n","r","n",1,0,1
25,13,3,"t","r","n",1,0,1
25,8,4,"t","r","n",1,0,1
15,10,8,"t","r","n",1,0,1
15,6,4,"t","r","n",1,0,1
40,2,4,"t","r","n",1,0,1
10,6,4,"t","u","n",1,0,1
25,7,4,"n","h","n",1,0,1
50,10,6,"t","r","n",1,0,1
85,9,7,"t","r","n",0,0,1
25,2,4,"t","r","n",1,0,1
5,4,5,"n","r","n",1,0,1
20,7,5,"n","r","q",1,0,1
50,10,6,"t","r","n",1,1,1
10,9,6,"t","r","n",1,0,1
50,8,6,"t","r","q",1,0,1
25,6,7,"t","r","n",2,0,1
0,22,9,"t","i","x",2,0,0
0,9,4,"o","u","n",1,0,0
10,4,5,"n","w","q",1,0,1
0,10,6,"t","r","n",1,0,1
40,5,5,"t","r","n",1,0,1
20,9,7,"t","r","n",1,0,1
40,7,5,"t","r","n",1,0,1
5,14,6,"t","w","n",0,0,1
70,8,4,"t","r","q",1,1,1
5,7,5,"t","w","n",1,0,0
40,10,6,"t","r","q",2,1,1
5,8,7,"t","r","q",1,0,1
15,8,7,"t","r","n",2,0,1
10,5,6,"t","r","q",1,0,1
30,10,6,"t","r","n",1,0,1
10,7,7,"t","r","n",1,1,1
50,10,6,"n","r","n",1,0,1
15,10,3,"t","u","x",1,0,1
15,9,5,"n","r","n",1,0,1
5,20,6,"t","i","x",1,1,1
0,3,4,"t","r","q",0,0,0
5,8,4,"n","r","q",1,0,1
35,3,5,"t","r","n",1,1,1
0,6,2,"t","r","n",1,0,1
0,16,6,"t","i","x",0,1,0
20,3,5,"t","r","n",1,0,1
20,4,5,"t","r","n",1,0,0
0,6,5,"o","r","q",2,0,1
10,5,5,"t","r","n",2,0,1
30,7,5,"t","r","n",1,0,1
50,6,6,"t","r","n",1,0,1
20,12,6,"t","i","x",1,1,0
5,6,3,"o","w","q",1,0,1
15,6,5,"t","r","n",1,0,1
25,6,5,"t","r","n",1,0,1
5,21,4,"t","u","x",1,0,0
50,7,8,"t","r","n",1,0,1
15,7,5,"t","r","n",1,0,1
25,5,3,"t","r","n",1,0,1
20,6,5,"t","r","n",1,0,1
10,6,4,"n","r","n",1,0,0
0,6,5,"t","r","q",1,0,1
50,6,6,"t","r","n",1,0,1
10,10,5,"t","r","n",1,0,1
10,5,5,"t","r","n",1,0,1
10,16,5,"t","r","n",1,0,1
10,10,8,"t","r","n",1,0,1
45,6,4,"t","r","n",1,0,1
20,3,4,"t","w","q",0,0,1
30,6,7,"t","r","n",1,0,1
55,27,12,"t","u","n",1,1,1
35,17,7,"t","r","q",1,0,1
10,8,5,"n","w","n",1,0,1
25,6,4,"t","r","n",1,0,1
15,10,4,"t","r","n",2,0,1
5,4,3,"t","r","q",0,0,1
10,18,7,"t","u","x",1,0,0
25,6,3,"t","w","n",1,1,1
25,10,4,"t","r","n",1,0,1
10,9,5,"t","r","q",1,0,1
15,6,8,"t","r","n",1,0,1
0,7,3,"t","r","n",1,0,1
5,22,13,"t","i","x",3,0,0
15,8,5,"t","r","n",1,0,1
20,5,7,"t","r","n",1,0,1
10,13,5,"t","u","n",1,0,1
10,7,6,"t","r","n",1,0,1
0,4,6,"t","r","q",1,0,1
25,6,7,"o","r","n",1,0,0
5,6,7,"t","r","n",1,0,0
25,5,4,"t","r","n",1,1,1
15,8,6,"n","r","n",1,0,1
10,10,5,"n","w","n",1,0,1
20,9,4,"t","r","q",1,0,1
85,5,10,"t","r","n",1,0,1
0,10,6,"t","r","n",1,0,0
30,4,3,"t","r","n",1,0,1
5,13,7,"t","i","x",3,1,0
25,6,7,"t","r","n",1,0,1
5,9,5,"t","r","n",1,0,1
15,7,7,"t","r","n",1,0,1
10,7,3,"t","r","n",1,1,1
25,10,6,"n","w","q",1,0,1
0,7,2,"t","r","n",0,0,1
50,5,5,"t","r","n",1,0,1
10,11,5,"t","r","q",1,0,1
30,5,4,"t","r","n",2,0,1
40,17,7,"t","r","q",0,0,1
25,7,6,"t","r","n",1,0,1
5,6,6,"t","r","n",1,1,1
5,10,3,"t","i","x",1,0,0
20,8,5,"t","r","n",1,1,1
30,10,5,"t","r","q",1,0,1
45,6,7,"t","r","n",1,0,1
55,9,7,"t","r","n",1,0,1
15,3,5,"t","r","n",1,0,1
60,11,3,"t","r","n",1,0,1
15,4,4,"t","r","n",0,1,1
60,8,7,"t","u","n",2,0,1
15,7,4,"t","r","n",1,0,1
70,6,4,"t","r","n",1,0,1
25,4,7,"n","r","n",1,0,1
40,8,5,"t","r","n",0,0,1
15,5,5,"t","r","n",1,0,1
55,8,5,"t","r","n",1,0,1
20,12,8,"t","r","n",2,0,1
15,8,6,"t","w","q",1,0,1
30,10,10,"n","r","n",2,0,1
20,7,7,"n","r","n",1,0,1
5,6,6,"n","r","n",1,0,1
50,11,9,"t","r","n",1,0,1
20,9,6,"t","r","q",1,0,1
15,11,7,"n","r","n",1,0,1
100,7,9,"t","r","n",1,0,1
10,7,5,"t","r","n",1,0,1
10,2,5,"n","r","n",1,0,1
10,10,5,"t","r","q",1,0,1
20,7,5,"t","r","n",0,0,0
10,3,5,"n","r","q",1,0,1
20,7,5,"t","r","n",1,0,1
35,8,6,"n","r","n",1,0,1
0,7,3,"t","u","n",1,0,0
40,5,7,"t","r","q",1,0,1
40,8,7,"t","r","n",1,0,1
5,6,3,"t","r","n",1,0,1
10,8,6,"o","r","n",1,0,1
30,5,5,"t","r","n",1,0,0
0,11,3,"t","i","x",1,0,1
25,3,5,"t","r","n",0,0,1
40,7,6,"t","r","n",1,0,1
15,3,3,"t","r","n",1,0,1
10,10,5,"t","r","n",1,0,1
0,7,6,"t","r","n",1,1,1
20,10,4,"t","r","n",0,0,1
0,11,3,"n","u","q",0,0,0
20,5,4,"t","r","q",1,1,1
25,7,5,"t","r","n",1,0,1
35,3,7,"t","r","q",1,0,1
15,8,6,"t","r","q",1,0,1
10,4,4,"t","w","n",1,0,1
0,11,6,"t","r","n",1,0,1
15,20,7,"t","i","x",1,1,1
30,6,6,"n","r","n",1,0,1
60,7,5,"t","r","n",1,0,1
10,6,5,"t","r","n",1,0,1
0,4,3,"t","w","n",1,0,0
60,20,5,"n","r","q",1,0,1
5,12,13,"t","i","x",1,1,0
20,6,6,"t","r","n",0,0,1
15,9,10,"t","i","x",1,1,0
0,6,6,"t","r","n",1,0,1
80,5,5,"t","r","n",1,0,1
50,6,6,"t","r","n",1,0,1
15,5,4,"t","r","n",1,0,1
15,8,6,"t","r","n",1,0,1
10,5,3,"t","r","n",1,1,1
10,7,3,"t","r","q",1,0,1
10,5,6,"t","r","n",1,0,1
0,4,6,"t","r","q",1,0,1
30,7,5,"t","r","q",1,0,1
25,7,4,"n","r","n",1,0,1
35,7,4,"t","r","n",1,0,1
15,4,4,"t","r","n",1,0,1
50,7,5,"t","r","n",1,0,1
20,6,4,"t","r","n",1,0,0
15,5,5,"t","r","n",0,0,1
20,12,10,"n","r","n",1,0,1
35,11,5,"t","r","q",1,0,1
25,7,5,"t","r","q",1,0,1
5,7,7,"n","r","n",1,0,1
20,6,5,"t","r","n",0,0,1
35,11,5,"t","r","q",1,1,1
15,10,5,"t","r","n",1,1,1
10,8,8,"t","r","q",1,0,1
15,7,4,"t","w","q",1,0,1
10,7,4,"t","r","n",1,0,1
5,12,3,"t","i","x",0,0,0
20,17,3,"t","u","x",1,0,0
5,14,6,"t","w","q",1,0,1
5,5,5,"t","r","n",1,0,1
10,19,3,"t","w","n",1,0,1
25,5,5,"t","u","n",1,0,1
25,9,3,"t","r","n",1,0,1
25,11,7,"t","r","q",1,0,1
20,8,4,"t","r","q",0,1,0
20,6,6,"t","r","n",2,0,1
25,5,4,"t","i","x",0,0,0
10,11,7,"t","r","q",2,0,1
0,7,7,"t","r","n",1,0,1
40,7,7,"t","r","n",1,1,1
70,6,4,"t","r","x",1,0,1
60,12,3,"t","r","n",1,0,0
0,5,7,"t","r","n",1,0,1
30,7,8,"t","r","q",1,0,1
30,4,7,"t","r","q",1,0,1
20,7,5,"t","i","x",0,0,0
25,9,7,"t","r","n",2,1,1
20,5,7,"t","r","q",1,0,1
15,6,8,"t","r","q",1,0,1
50,9,4,"n","r","q",1,0,1
10,8,3,"t","u","n",1,0,1
15,4,5,"t","r","n",1,0,1
20,4,4,"t","r","n",1,0,1
10,6,5,"t","r","n",1,0,1
15,9,5,"t","r","n",0,0,1
15,44,4,"t","r","n",1,0,0
60,6,4,"t","r","n",1,0,1
5,7,4,"t","r","q",1,0,1
10,9,4,"t","r","q",1,0,1
5,14,5,"t","r","q",1,0,0
25,6,7,"t","r","n",0,1,1
20,8,3,"t","r","n",1,0,0
15,5,5,"t","r","n",1,0,1
15,9,5,"n","r","n",1,0,1
15,7,3,"t","r","n",1,0,1
20,12,4,"t","r","q",1,0,1
20,9,5,"t","r","n",1,0,0
20,6,5,"t","r","q",1,0,1
15,6,2,"n","r","n",1,0,1
25,6,6,"t","r","q",1,0,1
20,4,6,"n","r","n",1,0,1
0,9,6,"t","r","q",1,0,1
0,12,8,"o","r","q",1,0,1
25,8,6,"t","r","n",1,0,1
10,9,4,"t","r","n",1,0,1
30,7,5,"t","r","n",1,0,1
5,11,9,"t","r","q",1,0,1
10,5,5,"t","r","n",1,1,1
20,5,6,"t","r","n",1,0,1
20,6,6,"n","r","q",1,0,1
30,7,8,"t","r","n",1,0,1
25,9,6,"t","r","n",1,0,1
0,7,3,"t","w","n",1,0,1
25,5,2,"t","r","n",1,0,1
25,11,7,"t","r","n",1,0,1
5,7,5,"t","r","n",1,0,0
5,3,5,"n","u","n",1,0,1
25,6,4,"t","r","q",1,0,1
10,4,6,"t","u","q",1,0,1
80,7,5,"t","r","n",1,1,1
15,8,5,"t","r","n",1,0,1
20,9,8,"t","r","n",1,0,1
60,17,6,"n","r","n",1,0,1
5,7,3,"t","r","n",1,0,1
5,8,4,"t","r","n",1,0,1
10,14,5,"t","r","n",1,0,1
10,5,5,"t","r","n",1,0,1
10,6,5,"t","r","n",1,0,1
20,5,2,"t","r","n",1,0,1
40,17,7,"t","r","q",1,0,1
0,7,6,"t","r","n",1,0,1
50,15,6,"t","r","n",1,0,1
5,8,6,"t","r","q",1,0,0
20,6,5,"t","r","n",1,0,1
20,5,5,"t","r","n",1,0,1
35,9,7,"t","r","q",1,0,1
5,8,5,"t","w","q",1,0,0
40,11,16,"t","r","n",1,0,1
0,6,7,"t","r","n",0,0,1
15,9,5,"t","r","n",1,0,1
0,6,6,"n","r","n",1,0,1
30,6,7,"t","r","n",1,0,1
5,3,5,"t","r","n",1,0,1
60,21,9,"t","r","n",1,1,1
80,4,10,"n","r","x",1,0,1
5,3,5,"t","r","q",1,0,1
50,7,4,"t","r","q",1,0,1
30,5,4,"t","r","n",1,0,1
20,5,7,"t","r","n",1,0,1
35,7,8,"t","w","n",1,1,1
25,9,7,"t","r","n",1,0,1
0,8,4,"t","r","n",1,0,1
10,12,5,"t","r","n",1,1,1
25,5,7,"n","r","n",1,0,1
40,14,8,"t","r","n",1,0,1
5,8,2,"t","w","n",1,0,0
5,7,4,"t","r","n",1,0,1
25,11,6,"n","r","n",1,0,1
10,4,7,"t","r","n",1,0,1
50,11,4,"n","r","n",1,0,1
50,7,7,"t","r","n",1,0,1
10,7,6,"n","w","q",1,0,1
45,5,8,"t","r","q",1,0,1
50,8,6,"t","r","q",1,0,1
25,9,4,"t","r","q",1,0,1
10,6,6,"o","r","n",1,0,1
30,7,4,"t","r","n",3,0,1
10,6,7,"t","r","q",1,0,1
40,4,9,"t","r","q",2,0,1
85,14,12,"t","r","q",1,0,1
10,8,5,"t","r","n",1,0,1
20,6,5,"t","r","n",1,0,1
5,10,3,"t","u","x",1,0,1
15,5,5,"t","r","n",1,0,1
5,6,2,"t","r","n",1,0,1
0,7,2,"t","r","n",1,0,1
10,8,4,"t","r","n",1,0,1
0,3,3,"t","w","n",1,0,1
5,28,4,"t","r","x",1,0,0
30,6,4,"t","r","n",3,1,1
10,8,7,"t","r","n",1,0,1
35,2,8,"t","r","q",1,1,1
15,11,7,"t","r","n",1,0,1
35,9,6,"t","r","n",1,0,1
15,7,5,"t","r","q",1,0,1
10,4,2,"t","r","n",1,1,1
25,9,6,"t","r","n",1,0,1
15,5,7,"t","r","n",2,0,1
20,7,5,"t","r","q",1,0,0
40,3,3,"t","r","n",1,0,1
20,12,8,"t","r","q",1,0,1
25,9,7,"t","r","q",1,0,1
5,6,4,"t","u","q",0,0,1
0,10,3,"t","u","n",1,0,0
10,28,11,"t","i","x",1,0,0
20,7,5,"t","r","n",1,0,1
15,7,5,"t","r","n",1,0,1
10,9,3,"n","r","n",1,0,1
10,8,5,"n","r","n",1,0,0
55,4,3,"t","r","n",1,0,1
30,7,3,"t","r","n",1,0,1
15,12,3,"t","i","x",1,0,1
20,9,7,"t","u","x",1,0,1
10,11,7,"t","r","n",1,0,1
5,5,6,"t","w","q",1,0,1
10,8,6,"t","r","n",1,0,1
10,8,6,"n","r","n",1,0,1
10,10,7,"t","r","n",1,0,1
5,7,5,"t","r","n",1,0,1
10,4,3,"t","u","n",1,0,0
20,8,5,"t","r","n",1,0,1
20,8,10,"t","r","n",1,0,1
10,12,7,"t","r","n",1,0,1
0,31,9,"t","i","x",2,1,0
30,7,4,"t","r","n",1,0,1
50,4,2,"t","r","n",1,0,1
30,5,5,"t","r","n",1,0,1
5,5,4,"t","r","n",1,0,1
15,5,4,"t","r","n",1,0,1
0,15,3,"t","i","x",1,0,0
5,7,8,"n","r","n",1,1,1
5,5,4,"t","r","n",1,1,1
20,11,2,"t","r","q",2,0,1
0,23,3,"t","i","x",1,0,1
10,15,6,"t","r","q",1,1,1
70,11,7,"t","r","n",1,0,1
10,3,4,"t","r","n",1,0,1
10,7,7,"t","r","n",1,0,1
15,9,7,"o","r","n",1,0,1
0,6,6,"t","u","n",1,0,1
20,11,10,"t","u","x",0,0,0
5,8,6,"n","w","q",1,0,0
20,6,6,"t","r","n",1,0,1
25,9,5,"t","r","n",1,1,1
5,4,3,"t","h","n",1,1,0
30,14,5,"t","r","n",1,1,1
10,7,5,"o","r","q",1,0,1
15,6,5,"t","r","q",1,0,1
35,7,5,"n","r","q",1,0,1
35,7,5,"t","r","n",1,0,1
45,4,2,"t","r","n",1,0,1
20,2,2,"t","r","n",1,0,1
20,11,6,"t","r","q",1,0,1
0,5,5,"t","r","q",1,0,1
0,4,4,"t","w","n",1,0,0
20,8,4,"t","r","n",1,0,0
90,9,8,"t","r","n",1,0,1
5,12,6,"t","r","q",2,0,1
20,7,5,"n","r","n",1,0,1
5,13,6,"t","r","q",1,0,1
35,8,7,"t","r","q",0,0,1
55,5,6,"n","r","n",1,0,1
40,11,10,"t","r","n",1,0,1
25,4,5,"t","r","n",2,0,1
30,6,5,"t","r","n",1,0,1
20,12,7,"t","r","n",1,1,1
20,12,5,"t","r","n",1,0,1
10,7,6,"t","r","n",0,1,1
60,2,8,"t","r","n",1,0,1
15,6,6,"t","r","n",1,1,1
5,10,6,"t","r","n",1,0,1
30,4,4,"t","r","q",1,0,0
15,10,3,"t","r","n",1,0,1
0,6,7,"n","r","n",1,0,1
20,16,3,"t","r","n",1,0,1
30,5,5,"t","r","n",1,0,1
15,14,5,"t","r","n",1,0,1
30,5,4,"o","r","q",1,0,1
10,8,7,"t","r","n",1,0,1
30,7,4,"t","r","n",1,0,1
30,21,10,"t","r","n",1,0,1
30,2,5,"n","r","n",1,0,1
70,5,5,"t","r","n",1,0,1
15,8,6,"n","r","n",1,0,1
45,7,7,"t","r","q",0,0,1
10,5,5,"t","r","q",1,0,1
60,6,7,"t","r","n",1,0,1
15,5,4,"t","r","n",1,0,1
5,10,5,"t","r","n",2,0,1
10,8,4,"n","r","n",0,0,1
25,8,5,"t","r","n",1,0,1
15,6,3,"t","r","n",1,0,1
20,8,5,"t","r","n",1,1,1
45,5,5,"t","r","q",1,0,1
5,16,5,"t","r","n",1,0,1
15,14,7,"t","r","q",1,0,1
50,9,5,"t","r","n",1,0,1
100,6,4,"t","r","n",1,0,1
70,4,3,"t","r","n",1,0,1
10,9,8,"n","r","n",1,0,1
20,3,4,"t","r","q",1,0,1
0,5,3,"n","r","n",1,0,1
35,6,4,"t","r","n",1,0,1
25,8,7,"t","r","n",1,0,1
20,7,5,"n","r","n",1,0,1
25,5,8,"t","r","q",1,0,1
30,6,7,"t","r","q",1,0,1
10,7,5,"t","r","q",1,0,1
10,4,6,"t","r","n",1,0,1
35,13,4,"t","r","n",1,0,0
15,4,4,"t","r","n",1,0,1
40,7,5,"t","r","n",1,0,1
5,11,6,"t","i","n",1,1,0
85,7,3,"n","r","n",1,0,1
25,13,8,"t","r","n",1,1,1
10,10,5,"t","r","n",1,0,0
10,5,4,"t","r","n",1,0,0
40,4,4,"t","r","n",1,0,1
0,8,7,"t","r","n",1,0,1
5,4,6,"t","u","x",1,1,0
15,7,10,"n","r","n",1,0,1
10,3,6,"o","u","q",1,0,1
15,7,6,"t","r","n",2,1,1
50,6,5,"t","r","n",1,0,1
15,7,5,"t","r","q",1,0,1
50,8,8,"t","r","q",1,0,1
20,9,5,"n","r","n",0,0,0
20,9,7,"t","r","q",2,0,1
5,5,5,"t","r","n",0,1,1
15,5,4,"t","r","n",1,0,1
15,4,2,"t","r","n",1,0,1
30,19,5,"t","i","x",1,0,1
20,6,5,"n","r","n",1,0,1
5,6,5,"t","w","n",1,0,0
25,7,2,"n","w","n",1,0,0
50,8,10,"t","r","n",1,0,1
15,7,4,"t","r","n",1,0,1
20,8,5,"t","r","q",1,0,1
40,14,7,"t","r","n",1,0,1
10,4,3,"t","r","n",1,0,1
20,15,5,"t","r","q",1,1,1
10,6,5,"t","r","n",1,0,1
30,28,5,"t","r","n",1,0,1
25,10,4,"t","r","n",1,0,1
15,8,5,"t","r","n",1,0,1
10,9,7,"n","r","q",1,0,1
5,4,2,"t","r","n",1,0,1
20,7,3,"t","r","n",1,0,1
20,6,7,"t","r","n",1,0,1
40,3,6,"t","r","n",1,0,1
20,9,4,"t","r","q",1,0,1
0,9,3,"t","u","x",1,0,1
25,3,7,"t","r","n",1,0,1
